dogBreed,dogBreedLabel,countryLabel,height,heightQualifierLabel,mass,massQualifierLabel,lifeExpectancy,lifeExpectancyQualifierLabel
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,30,максимум,4,минимум,15,максимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,30,максимум,4,минимум,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,58.5,,34,,12,максимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,58.5,,38,,12,максимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,58.5,,34,,10,минимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,58.5,,38,,10,минимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,63.5,,34,,12,максимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,63.5,,38,,12,максимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,63.5,,34,,10,минимум
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,63.5,,38,,10,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,84,максимум,70,максимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,84,максимум,90,максимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,84,максимум,50,минимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,84,максимум,60,минимум,9,
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,взрослый,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q5570,Американский булли,США,,,,,12,максимум
http://www.wikidata.org/entity/Q5570,Американский булли,США,,,,,10,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,взрослый,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,25,минимум,6,максимум,15,максимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,25,минимум,6,максимум,12,минимум
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,80,минимум,70,максимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,80,минимум,90,максимум,9,
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,максимум,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,80,минимум,50,минимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,80,минимум,60,минимум,9,
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,максимум,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,69,взрослый,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,25,минимум,4,минимум,15,максимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,25,минимум,4,минимум,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,23,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,23,среднее значение,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,27,среднее значение,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,74,взрослый,27,среднее значение,12,минимум
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,90,максимум,70,максимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,90,максимум,90,максимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,90,максимум,50,минимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,90,максимум,60,минимум,9,
http://www.wikidata.org/entity/Q29072,Cardigan Welsh Corgi,Уэльс,30,,,,12,
http://www.wikidata.org/entity/Q29149,Французский бульдог,Франция,27,минимум,13,максимум,25,
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,63,минимум,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,72,минимум,70,максимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,72,минимум,90,максимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,72,минимум,50,минимум,9,
http://www.wikidata.org/entity/Q5414,Немецкий дог,Германия,72,минимум,60,минимум,9,
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,23,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,23,взрослый,12,минимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,27,взрослый,14,максимум
http://www.wikidata.org/entity/Q21080,Афганская борзая,Афганистан,68,минимум,27,взрослый,12,минимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,30,максимум,6,максимум,15,максимум
http://www.wikidata.org/entity/Q7254,Аффенпинчер,Германия,30,максимум,6,максимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,34,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,34,взрослый,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,31,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,31,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,35,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,35,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,30,минимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,26,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,26,минимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,30,минимум,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,31,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,31,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,35,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,35,максимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,34,максимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,34,максимум,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,31,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,31,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,35,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,35,максимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,30,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,30,взрослый,11,минимум
http://www.wikidata.org/entity/Q37498,Альпийская таксообразная гончая,Австрия,42,максимум,,,14,максимум
http://www.wikidata.org/entity/Q37498,Альпийская таксообразная гончая,Австрия,42,максимум,,,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,34,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,34,взрослый,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,30,минимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,26,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,максимум,26,минимум,12,минимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,56,максимум,,,12,максимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,56,максимум,,,10,минимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,58,максимум,,,12,максимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,58,максимум,,,10,минимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,43,минимум,,,14,максимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,43,минимум,,,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,34,максимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,34,максимум,11,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,30,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,30,взрослый,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,30,минимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,34,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,34,взрослый,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,26,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,26,минимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,минимум,30,минимум,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,30,минимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,26,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,26,минимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,31,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,31,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,35,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,35,максимум,12,минимум
http://www.wikidata.org/entity/Q37498,Альпийская таксообразная гончая,Австрия,34,минимум,,,14,максимум
http://www.wikidata.org/entity/Q37498,Альпийская таксообразная гончая,Австрия,34,минимум,,,12,минимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,50,минимум,,,12,максимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,50,минимум,,,10,минимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,52,минимум,,,12,максимум
http://www.wikidata.org/entity/Q37487,Арьежская гончая,Франция,52,минимум,,,10,минимум
http://www.wikidata.org/entity/Q37489,Алапахский бульдог,США,,,,,13,максимум
http://www.wikidata.org/entity/Q37489,Алапахский бульдог,США,,,,,11,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,максимум,30,минимум,11,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,34,максимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,34,максимум,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,30,минимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,26,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,максимум,26,минимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,30,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,30,взрослый,11,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,34,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,34,взрослый,11,минимум
http://www.wikidata.org/entity/Q37508,Американский голый терьер,США,,,,,12,максимум
http://www.wikidata.org/entity/Q37510,Той-фокстерьер,США,,,,,14,максимум
http://www.wikidata.org/entity/Q37508,Американский голый терьер,США,,,,,10,минимум
http://www.wikidata.org/entity/Q37510,Той-фокстерьер,США,,,,,13,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,минимум,30,минимум,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,31,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,31,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,35,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,35,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,31,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,31,максимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,35,максимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,минимум,35,максимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,34,максимум,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,34,максимум,11,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,30,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,30,минимум,12,минимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,26,минимум,13,максимум
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,минимум,26,минимум,12,минимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,30,взрослый,13,максимум
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,максимум,30,взрослый,11,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,40,минимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,40,минимум,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,50,минимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,50,минимум,10,минимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,53,максимум,,,15,максимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,53,максимум,,,13,минимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,58,максимум,,,15,максимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,58,максимум,,,13,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,55,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,55,максимум,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,65,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,65,максимум,10,минимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,48,максимум,,,14,максимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,48,максимум,,,12,минимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,51,максимум,,,14,максимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,51,максимум,,,12,минимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,46,минимум,,,15,максимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,46,минимум,,,13,минимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,51,минимум,,,15,максимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,США,51,минимум,,,13,минимум
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,максимум,25,,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,максимум,31,,12,
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,55,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,55,максимум,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,65,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,65,максимум,10,минимум
http://www.wikidata.org/entity/Q37604,американский бульдог,США,,,,,15,максимум
http://www.wikidata.org/entity/Q37604,американский бульдог,США,,,,,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,40,минимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,40,минимум,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,50,минимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,71,минимум,50,минимум,10,минимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,66,максимум,,,13,максимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,66,максимум,,,11,минимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,71,максимум,,,13,максимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,71,максимум,,,11,минимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,46,минимум,,,14,максимум
http://www.wikidata.org/entity/Q37520,Австралийский келпи,Австралия,46,минимум,,,12,минимум
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,минимум,28,максимум,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,минимум,34,максимум,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,минимум,22,минимум,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,минимум,28,минимум,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,60,минимум,25,,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,60,минимум,31,,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,минимум,25,,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,минимум,31,,12,
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,40,минимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,40,минимум,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,50,минимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,81,максимум,50,минимум,10,минимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,61,минимум,,,13,максимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,61,минимум,,,11,минимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,66,минимум,,,13,максимум
http://www.wikidata.org/entity/Q37534,Американская акита,США,66,минимум,,,11,минимум
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,максимум,28,максимум,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,максимум,34,максимум,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,максимум,22,минимум,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,максимум,28,минимум,12,
http://www.wikidata.org/entity/Q37612,американский питбультерьер,США,50,,,,13,максимум
http://www.wikidata.org/entity/Q37612,американский питбультерьер,США,50,,,,12,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,74,минимум,55,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,74,минимум,55,максимум,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,74,минимум,65,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,74,минимум,65,максимум,10,минимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,Австралия,53,максимум,,,15,максимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,Австралия,53,максимум,,,13,минимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,Австралия,58,максимум,,,15,максимум
http://www.wikidata.org/entity/Q37629,Австралийская овчарка,Австралия,58,максимум,,,13,минимум
http://www.wikidata.org/entity/Q37617,Эрдельтерьер,Великобритания,59,максимум,,,14,максимум
http://www.wikidata.org/entity/Q37617,Эрдельтерьер,Великобритания,59,максимум,,,12,минимум
http://www.wikidata.org/entity/Q37617,Эрдельтерьер,Великобритания,61,максимум,,,14,максимум
http://www.wikidata.org/entity/Q37617,Эрдельтерьер,Великобритания,61,максимум,,,12,минимум
http://www.wikidata.org/entity/Q37595,Австралийская пастушья собака,Австралия,48,максимум,,,15,максимум
http://www.wikidata.org/entity/Q37595,Австралийская пастушья собака,Австралия,48,максимум,,,13,минимум
http://www.wikidata.org/entity/Q37595,Австралийская пастушья собака,Австралия,51,максимум,,,15,максимум
http://www.wikidata.org/entity/Q37595,Австралийская пастушья собака,Австралия,51,максимум,,,13,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,55,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,55,максимум,10,минимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,65,максимум,13,максимум
http://www.wikidata.org/entity/Q37541,Анатолийская овчарка,Турция,79,максимум,65,максимум,10,минимум
